"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"C32",1.15331536760852e-13,0.49141489442704,0.642,0.352,2.81189819776633e-09,"7","C3"
"SH3BGRL2",1.45342709046163e-13,0.59698905899728,0.862,0.669,3.54360058925449e-09,"7","SH3BGRL"
"JARID21",1.52123814279412e-13,0.887143597464996,0.422,0.208,3.70893071594635e-09,"7","JARID2"
"ATP6AP11",1.5579802158452e-13,0.715381466712986,0.752,0.548,3.79851156425219e-09,"7","ATP6AP1"
"INSIG13",1.71450454558925e-13,1.31733132644668,0.528,0.314,4.18013353260115e-09,"7","INSIG1"
"DRAM11",2.05763105044375e-13,1.1027112082882,0.353,0.162,5.01671026408691e-09,"7","DRAM1"
"PDE4DIP3",2.5493531213625e-13,0.94621127228784,0.661,0.469,6.21557784519391e-09,"7","PDE4DIP"
"AKR1B1",2.70476293075876e-13,0.838129450978535,0.67,0.473,6.59448250148293e-09,"7","AKR1B1"
"SMAP2",2.73316143491412e-13,0.780871959002882,0.427,0.214,6.66372089446411e-09,"7","SMAP2"
"C1orf541",2.7782619596066e-13,1.13138142483775,0.385,0.193,6.77368048371685e-09,"7","C1orf54"
"GPCPD11",3.32657755992003e-13,0.958389180057762,0.408,0.203,8.11052874884102e-09,"7","GPCPD1"
"ADPGK",4.46165487187138e-13,0.995797114510903,0.422,0.218,1.08779607431096e-08,"7","ADPGK"
"TCN22",5.69719177333234e-13,1.77588141409643,0.321,0.15,1.38903232625616e-08,"7","TCN2"
"SERPINF12",5.81782380858915e-13,0.588848916285553,0.532,0.288,1.41844362277212e-08,"7","SERPINF1"
"OGFRL13",6.86013070864365e-13,1.05455449570377,0.573,0.35,1.67256846807441e-08,"7","OGFRL1"
"GLIPR12",8.03539485113665e-13,0.697345645585032,0.583,0.324,1.95910961865563e-08,"7","GLIPR1"
